city,country,lat,lng,population
Camagüey,Cuba,21.3786,-77.9186,321992
Taourirt,Morocco,34.4169,-2.885,321876
San Salvador de Jujuy,Argentina,-24.1833,-65.3,321789
Kāshīpur,India,29.22,78.95,321623
Thủ Dầu Một,Vietnam,10.9667,106.65,321607
Serra,Brazil,-20.1289,-40.3078,321181
Lexington,United States,38.0423,-84.4587,321122
La Paz,Bolivia,-16.4958,-68.1333,321073
Sukabumi,Indonesia,-6.9181,106.9315,320970
Menongue,Angola,-14.6556,17.6842,320914
Okene,Nigeria,7.5619,6.2411,320260
Jūnāgadh,India,21.5222,70.4579,320250
Guasavito,Mexico,25.5744,-108.4706,320000
Kaech’ŏn,"Korea, North",39.6986,125.9061,319554
Tehuacán,Mexico,18.4617,-97.3928,319375
Coatzacoalcos,Mexico,18.1414,-94.4344,319187
Saint-Denis,Reunion,-20.8789,55.4481,319141
Muhanga,Rwanda,-2.0845,29.7527,319141
Zalantun,China,48.027,122.708,318933
Hafizabad,Pakistan,32.0714,73.6878,318621
Katsina,Nigeria,12.25,7.5,318459
Puerto Plata,Dominican Republic,19.8,-70.6833,318419
Gwangmyeongni,"Korea, South",37.476,126.866,318021
Lansing,United States,42.7142,-84.5601,318001
Taubaté,Brazil,-23.0333,-45.55,317915
Zhengjiatun,China,43.5183,123.5027,317758
Port Moresby,Papua New Guinea,-9.4789,147.14940000000001,317374
Fontibón,Colombia,4.6786,-74.1411,317179
Hāpur,India,28.7309,77.7757,317004
Mannheim,Germany,49.4878,8.4661,316877
Barueri,Brazil,-23.5111,-46.8764,316473
Savannah,United States,32.0286,-81.1821,316446
Naha,Japan,26.2122,127.6792,316048
Bari,Italy,41.1253,16.8667,316015
Pattikād,India,10.5276,76.2144,315957
Xiaoli,China,22.6721,113.2509,315820
Youngstown,United States,41.0993,-80.6463,315751
Trichūr,India,10.5276,76.2144,315596
Yingzhong,China,32.237,119.815,315462
Bor,South Sudan,6.2072,31.5591,315351
Volzhskiy,Russia,48.8056,44.7417,315220
San Miguelito,Panama,9.0503,-79.4707,315019
N’Zérékoré,Guinea,7.7522,-8.8217,315000
Balıkesir,Turkey,39.6333,27.8833,314958
Espoo,Finland,60.2056,24.6556,314821
Muar,Malaysia,2.0337,102.5666,314776
Ann Arbor,United States,42.2759,-83.731,314647
Kasur,Pakistan,31.1167,74.45,314617
Usme,Colombia,4.4464,-74.1522,314431
Barddhamān,India,23.2333,87.8667,314265
Sousse,Tunisia,35.8333,10.6333,314071
Kingston upon Hull,United Kingdom,53.7444,-0.3325,314018
Binangonan,Philippines,14.4514,121.1919,313631
Attiecoubé,Côte d’Ivoire,5.3453,-4.035,313135
Podolsk,Russia,55.4311,37.5456,312911
Smolensk,Russia,54.7828,32.0453,312896
Jiayuguan,China,39.7732,98.2882,312663
Pasir Gudang,Malaysia,1.462,103.9053,312499
Vologda,Russia,59.2167,39.9,312420
Gorgān,Iran,36.8369,54.4372,312223
Tanza,Philippines,14.3944,120.8531,312116
Yakutsk,Russia,62.03,129.73,311760
Santa Ana,United States,33.7367,-117.8819,311639
Catania,Italy,37.5027,15.0873,311584
Panvel,India,18.9944,73.1139,311434
Guarujá,Brazil,-23.9936,-46.2564,311230
Nizāmābād,India,18.672,78.094,311152
Quy Nhơn,Vietnam,13.7667,109.2333,311000
Kurgan,Russia,55.4667,65.35,310911
Saransk,Russia,54.1833,45.1833,310898
Ḩā’il,Saudi Arabia,27.5167,41.6833,310897
Datang,China,22.9406,113.9436,310889
Longquan,China,25.9106,114.786,310700
Mitchells Plain,South Africa,-34.0506,18.6181,310485
Yokkaichi,Japan,34.965,136.6244,310263
Chalco,Mexico,19.2647,-98.8975,310130
Karlsruhe,Germany,49.0092,8.404,309964
Shahrīār,Iran,35.6531,51.06,309607
Shahr-e Qods,Iran,35.7103,51.1131,309605
Ciudad del Este,Paraguay,-25.5167,-54.6161,308983
Tabora,Tanzania,-5.0167,32.8,308741
Ciudad Benito Juárez,Mexico,25.65,-100.0833,308285
Beian,China,48.25,126.5167,308237
Irvine,United States,33.6772,-117.7738,308160
Hisor,Tajikistan,38.5264,68.5381,308100
Nakuru,Kenya,-0.2833,36.0667,307990
Karawang,Indonesia,-6.3125,107.295,307880
Sariwŏn,"Korea, North",38.5064,125.7597,307764
St. Paul,United States,44.9478,-93.1039,307762
Poughkeepsie,United States,41.695,-73.9211,307738
Battalgazi,Turkey,38.4228,38.3656,307478
Nghi Sơn,Vietnam,19.417,105.75,307304
Guangming,China,45.3333,122.7833,307215
Newark,United States,40.7245,-74.1725,307188
Parbhani,India,19.27,76.78,307170
Montpellier,France,43.6119,3.8772,307101
Puerto Princesa,Philippines,9.75,118.75,307079
Hisar,India,29.15,75.7,307024
Montes Claros,Brazil,-16.7322,-43.8636,306947
Betim,Brazil,-19.9678,-44.1978,306675
Windsor,Canada,42.2833,-83,306519
Kasugai,Japan,35.2475,136.9722,306449
Ciudad Santa Catarina,Mexico,25.6833,-100.45,306322
Fatehpur,India,27.98,74.95,305638
Birania,India,27.98,74.95,305638
Ciudad Victoria,Mexico,23.7389,-99.1431,305155
Kaunas,Lithuania,54.9,23.9333,305120
Playa del Carmen,Mexico,20.6281,-87.0755,304942
Yonghetun,China,39.9131,116.6458,304781
Kāshān,Iran,33.9825,51.4325,304487
La Peña,Mexico,19.3606,-98.9417,304088
Sumbawanga,Tanzania,-7.9667,31.6167,303986
Vila Nova de Gaia,Portugal,41.1333,-8.6167,303824
Orël,Russia,52.9686,36.0694,303696
Vladikavkaz,Russia,43.04,44.6775,303597
São Vicente,Brazil,-23.9664,-46.3861,303551
Kāraikkudi,India,10.0735,78.7732,303291
Augsburg,Germany,48.3689,10.8978,303150
Panjakent,Tajikistan,39.5,67.6167,303000
Akita,Japan,39.72,140.1026,302984
Lachhmangarh Sīkar,India,27.8225,75.0253,302956
Kurume,Japan,33.3192,130.5083,302858
Az Zaqāzīq,Egypt,30.5667,31.5,302840
Palmas,Brazil,-10.1886,-48.3336,302692
Bahía Blanca,Argentina,-38.7167,-62.2667,301572
Al Waqf,Egypt,26.0866,32.4226,301486
San Bernardo,Chile,-33.5833,-70.7,301313
San Juan del Río,Mexico,20.3833,-99.9833,301237
Armenia,Colombia,4.53,-75.68,301226
Qianzhou,China,28.276,109.712,301000
Popayán,Colombia,2.4542,-76.6092,300837
Valladolid,Spain,41.6528,-4.7236,300618
Al Qunfudhah,Saudi Arabia,19.1264,41.0789,300516
Çorlu,Turkey,41.15,27.8,300296
Binxian,China,35.0542,108.0814,300226
Yakou,China,33.295,113.5269,300200
Newcastle,United Kingdom,54.978,-1.6102,300196
Oulgaret,India,11.9265,79.7789,300104
Āwasa,Ethiopia,7.05,38.4667,300100
Ingrāj Bāzār,India,25.0119,88.1433,300088
Várzea Grande,Brazil,-15.6469,-56.1328,300078
Oaxaca,Mexico,17.0606,-96.7253,300050
Sucre,Bolivia,-19.0475,-65.26,300000
Barrancabermeja,Colombia,7.0667,-73.85,300000
Al ‘Ajamī,Egypt,31.1227,29.7838,300000
Al Maţarīyah,Egypt,31.1833,32.0333,300000
Bada Barabīl,India,22.12,85.4,300000
Ash Shāmīyah,Iraq,31.9625,44.6008,300000
Khairpur Tamewah,Pakistan,29.58,72.2328,300000
Jinja,Uganda,0.4233,33.2039,300000
Santa Rosa,United States,38.4458,-122.7067,299986
Ar Raqqah,Syria,35.9304,39.02,299824
Chakwal,Pakistan,32.9303,72.8556,299751
Ōakashichō,Japan,34.65,135,299699
Oyster Bay,United States,40.7846,-73.514,299519
Farg‘ona,Uzbekistan,40.3864,71.7864,299200
Tursunzoda,Tajikistan,38.5108,68.2303,298800
Cherepovets,Russia,59.1167,37.9,298790
Resistencia,Argentina,-27.4514,-58.9867,298611
Jember,Indonesia,-8.1727,113.6873,298585
Al Mubarraz,Saudi Arabia,25.4416,49.6642,298562
Pekalongan,Indonesia,-6.8833,109.6667,298386
Los Mochis,Mexico,25.7835,-108.9937,298009
Toshima,Japan,35.7333,139.7167,297954
Pachuca,Mexico,20.1,-98.75,297848
Yangsan,"Korea, South",35.3333,129.0333,297532
Concord,United States,35.3933,-80.6369,297379
Tampico,Mexico,22.2553,-97.8686,297284
Bihār,India,25.197,85.518,297268
Temara,Morocco,33.9267,-6.9122,297098
Malabo,Equatorial Guinea,3.7456,8.7744,297000
Winter Haven,United States,28.0118,-81.7014,296830
Valparaíso,Chile,-33.0461,-71.6197,296655
Cirebon,Indonesia,-6.7071,108.5574,296389
Tagum,Philippines,7.4478,125.8078,296202
Çekme,Turkey,41.0369,29.1786,296066
Darbhanga,India,26.17,85.9,296039
Comilla,Bangladesh,23.45,91.2,296010
Idar,India,23.839,73.002,295971
Pondokaren,Indonesia,-6.2811,106.7019,295812
Sorong,Indonesia,-0.8667,131.25,295809
Shubrākhīt,Egypt,31.0279,30.7149,295777
Floridablanca,Colombia,7.2167,-73.0667,295724
Silang,Philippines,14.2306,120.975,295644
Al Kharj,Saudi Arabia,24.1483,47.305,295462
Rufisque,Senegal,14.714,-17.2723,295459
Eloy Alfaro,Ecuador,-2.1733,-79.8311,295211
Asheville,United States,35.5707,-82.5537,295040
Sikandarābād,India,28.4512,77.6955,294858
Stockport,United Kingdom,53.4083,-2.1494,294773
Kafr Şaqr,Egypt,30.7934,31.6257,294765
Divo,Côte d’Ivoire,5.8372,-5.3572,294559
Vila Teixeira da Silva,Angola,-12.1958,15.8556,294494
İnegöl,Turkey,40.0806,29.5097,294485
Paarl,South Africa,-33.7242,18.9558,294457
Rangpur,Bangladesh,25.75,89.2444,294265
Białystok,Poland,53.1353,23.1456,294242
Vigo,Spain,42.2314,-8.7124,293977
Trabzon,Turkey,41.005,39.7225,293661
Canton,United States,40.8078,-81.3676,293657
Coacalco,Mexico,19.6333,-99.0931,293444
Āīzawl,India,23.7272,92.7178,293416
Bāli,India,22.65,88.34,293373
Bradford,United Kingdom,53.8,-1.75,293277
Mabalacat,Philippines,15.22,120.58,293244
Dexing,China,28.9306,117.5947,293201
Lincoln,United States,40.8099,-96.6784,293055
Hailin,China,44.594,129.38,292755
Graz,Austria,47.0708,15.4386,292630
Strasbourg,France,48.5833,7.7458,291709
Flint,United States,43.0236,-83.6921,291688
Groznyy,Russia,43.3125,45.6986,291687
Mahikeng,South Africa,-25.8656,25.6436,291527
Chimbote,Peru,-9.0745,-78.5936,291408
Bergen,Norway,60.3925,5.3233,291189
Gatineau,Canada,45.4833,-75.65,291041
Surajgarha,India,25.25,86.23,290998
Lakeland,United States,28.0557,-81.9545,290762
Batna,Algeria,35.55,6.1667,290645
San Miguel,El Salvador,13.4814,-88.1775,290612
Aarhus,Denmark,56.1572,10.2107,290598
Morioka,Japan,39.7021,141.1545,290553
Hong’an,China,47.21,123.61,289999
Nāgercoil,India,8.175,77.4306,289916
Santa Maria,Philippines,14.82,120.96,289820
Tambov,Russia,52.7231,41.4539,289701
Jersey City,United States,40.7184,-74.0686,289691
Dewās,India,22.96,76.06,289550
Eldoret,Kenya,0.5167,35.2833,289380
Nottingham,United Kingdom,52.9561,-1.1512,289301
Magway,Burma,20.15,94.95,289247
Anchorage,United States,61.1508,-149.1091,289069
Springfield,United States,37.1943,-93.2916,289041
Neuquén,Argentina,-38.9525,-68.0642,288896
Tuzla,Turkey,40.8161,29.3006,288878
Kabwe,Zambia,-14.4333,28.45,288598
Cabimas,Venezuela,10.4,-71.45,288595
Sétif,Algeria,36.19,5.41,288461
Sonpur,India,25.7,85.18,288102
Hugli,India,22.9,88.39,288090
Chunchura,India,22.9,88.39,288090
Meguro,Japan,35.6333,139.6833,288088
Anápolis,Brazil,-16.3269,-48.9528,288085
Machala,Ecuador,-3.2667,-79.9667,288072
San Lorenzo,Paraguay,-25.34,-57.52,287977
Franca,Brazil,-20.5389,-47.4008,287737
Bắc Ninh,Vietnam,21.1833,106.05,287658
Ichalkaranji,India,16.7,74.47,287570
Tirupati,India,13.65,79.42,287482
Plano,United States,33.0502,-96.7486,287339
Pathein,Burma,16.7842,94.7333,287071
Sincelejo,Colombia,9.295,-75.3961,286716
Cluj-Napoca,Romania,46.7667,23.5833,286598
Songea,Tanzania,-10.6833,35.65,286285
Tacna,Peru,-18.0147,-70.2489,286240
Tin Shui Wai,Hong Kong,22.46,114.002,286232
Juazeiro do Norte,Brazil,-7.2128,-39.315,286120
Al Qurnah,Iraq,31.0155,47.4336,286073
Bhatinda,India,30.23,74.9519,285813
Katowice,Poland,50.2625,19.0217,285711
Wiesbaden,Germany,50.0825,8.24,285522
Masaka,Uganda,-0.3411,31.7361,285509
Foz do Iguaçu,Brazil,-25.54,-54.5875,285415
Bolton,United Kingdom,53.5783,-2.43,285372
San Pablo,Philippines,14.07,121.325,285348
Huixquilucan,Mexico,19.3611,-99.3508,284965
Qillīn,Egypt,31.0475,30.8549,284853
Croix-des-Bouquets,Haiti,18.5761,-72.2269,284812
San Juan Sacatepéquez,Guatemala,14.7189,-90.6442,284798
Ostrava,Czechia,49.8356,18.2925,284765
Soyapango,El Salvador,13.7333,-89.15,284659
Ljubljana,Slovenia,46.0514,14.5061,284293
Fukushima,Japan,37.7608,140.4747,284282
Bago,Burma,17.3333,96.4833,284179
Delmas,Haiti,18.55,-72.3,284079
Fuquan,China,26.6863,107.5204,283904
Ibaraki,Japan,34.8164,135.5686,283835
Nizhnevartovsk,Russia,60.95,76.6,283256
Lubbock,United States,33.5657,-101.8879,283024
Satna,India,24.6005,80.8322,283004
San Cristóbal,Venezuela,7.7667,-72.2333,282830
Chernihiv,Ukraine,51.4939,31.2947,282747
Güngören,Turkey,41.0225,28.8717,282692
Temuco,Chile,-38.7333,-72.6667,282415
Ica,Peru,-14.0667,-75.7333,282407
Davenport,United States,41.5565,-90.6053,282356
Phitsanulok,Thailand,16.8158,100.2636,281929
Khanewal,Pakistan,30.3,71.9333,281890
Jining,China,41.03,113.08,281716
Chuncheon,"Korea, South",37.8667,127.7333,281596
Sakarya,Turkey,40.7833,30.4,281489
Kaura Namoda,Nigeria,12.6,6.5897,281367
Malārd,Iran,35.6806,50.9783,281027
Bukhara,Uzbekistan,39.7667,64.4231,280187
Reading,United States,40.34,-75.9267,280030
Marot,Pakistan,28.51,71.5,280000
Sumbe,Angola,-11.2053,13.8417,279968
Mingaora,Pakistan,34.7717,72.36,279914
Caála,Angola,-12.85,15.55,279792
Poltava,Ukraine,49.5894,34.5514,279593
Petrozavodsk,Russia,61.7833,34.3333,279190
Kherson,Ukraine,46.6425,32.625,279131
Lucena,Philippines,13.93,121.62,278924
Petrópolis,Brazil,-22.505,-43.1789,278881
Mamuju,Indonesia,-2.6833,118.9,278764
Mau,India,25.9417,83.5611,278745
Long Xuyên,Vietnam,10.3736,105.4458,278658
Gyeongsan,"Korea, South",35.8167,128.7333,278500
Bārāsat,India,22.72,88.48,278435
Qarshi,Uzbekistan,38.8667,65.8,278300
Shreveport,United States,32.4653,-93.7955,278269
Chandler,United States,33.2825,-111.8514,278123
Pematangsiantar,Indonesia,2.96,99.06,278055
Sunderland,United Kingdom,54.906,-1.381,277417
Sterlitamak,Russia,53.6333,55.95,277410
Santa Ana,El Salvador,13.995,-89.5561,277264
Büyükçekmece,Turkey,41.02,28.5775,277181
Gagnoa,Côte d’Ivoire,6.1333,-5.9333,277044
Xingsha,China,28.2573,113.1234,277034
Dire Dawa,Ethiopia,9.6,41.8667,277000
Lashkar Gāh,Afghanistan,31.5831,64.3692,276831
Itagüí,Colombia,6.1667,-75.6167,276744
Juliaca,Peru,-15.4833,-70.1333,276110
Posadas,Argentina,-27.3667,-55.9,275988
Tegal,Indonesia,-6.8675,109.1375,275789
Farrukhābād,India,27.39,79.581,275754
South Bend,United States,41.6767,-86.2696,275725
Mytishchi,Russia,55.9167,37.7667,275313
Kunsan,"Korea, South",35.9833,126.7167,275155
Wilmington,United States,34.2099,-77.8866,275128
Chula Vista,United States,32.6281,-117.0144,275030
Yoshkar-Ola,Russia,56.65,47.8833,274715
Saugor,India,23.83,78.71,274556
Khmelnytskyi,Ukraine,49.4167,27,274452
Khorabar,India,26.741,83.888,274403
Nassau,"Bahamas, The",25.0442,-77.3503,274400
Rockford,United States,42.2596,-89.064,274256
Isfara,Tajikistan,40.1167,70.6333,274000
Ratlām,India,23.334,75.037,273892
Mehrabpur,Pakistan,27.0994,68.4208,273764
Yeosu,"Korea, South",34.7607,127.6622,273761
Shaowu,China,27.3403,117.4925,273721
Ponta Grossa,Brazil,-25.095,-50.1619,273616
Taboão da Serra,Brazil,-23.6019,-46.7528,273542
Istaravshan,Tajikistan,39.9108,69.0064,273500
San Mateo,Philippines,14.6969,121.1219,273306
Tsu,Japan,34.7331,136.5133,273267
Imperatriz,Brazil,-5.5258,-47.4758,273110
Huozhou,China,36.569,111.7551,272987
Los Alcarrizos,Dominican Republic,18.5167,-70.0167,272776
Soubré,Côte d’Ivoire,5.7836,-6.5939,272773
Eugene,United States,44.0564,-123.1174,272737
Marāgheh,Iran,37.3894,46.2378,272400
Majene,Indonesia,-3.5403,118.9707,272377
Huilong,China,30.3866,106.7756,272332
Salem,United States,44.9233,-123.0244,272331
Sumida,Japan,35.7,139.8167,272085
Gabela,Angola,-10.85,14.3667,271843
Dayr az Zawr,Syria,35.3304,40.13,271800
Iaşi,Romania,47.1622,27.5889,271692
Sartā,Iran,36.4486,53.3233,271467
Gilbert,United States,33.31,-111.7463,271118
Da’an,China,45.5,124.2833,270911
North Las Vegas,United States,36.2883,-115.0888,270773
Iksan,"Korea, South",35.9439,126.9544,270758
Mỹ Tho,Vietnam,10.35,106.35,270700
Nguru,Nigeria,12.8792,10.4525,270632
Mito,Japan,36.3658,140.4712,270445
Kunp’o,"Korea, South",37.35,126.95,270443
Bijiao,China,22.9253,113.2067,270310
Cherkasy,Ukraine,49.4444,32.0597,269836
Bayat,Turkey,40.5455,34.957,269595
Çorum,Turkey,40.5455,34.957,269595
Handwāra,India,34.3997,74.2817,269311
Binjai,Indonesia,3.5986,98.4803,269053
Mönchengladbach,Germany,51.2,6.4333,268943
Kunduz,Afghanistan,36.7286,68.8681,268893
Paraná,Argentina,-31.7331,-60.5297,268889
Yeosu,"Korea, South",34.7333,127.7333,268823
Drug,India,21.19,81.28,268806
Turbat,Pakistan,26.0042,63.0606,268625
Gijón,Spain,43.5333,-5.7,268561
Brāhmanbāria,Bangladesh,23.9723,91.1099,268279
Thái Bình,Vietnam,20.4461,106.3422,268167
Ichihara,Japan,35.4981,140.1154,268038
Tarija,Bolivia,-21.5333,-64.7333,268000
Shibīn al Kawm,Egypt,30.55,31,267945
Siverek,Turkey,37.75,39.3167,267942
Plymouth,United Kingdom,50.3714,-4.1422,267918
Aswān,Egypt,24.0889,32.8997,267913
Potosí,Bolivia,-19.5892,-65.7533,267907
Hulin,China,45.7667,132.9333,267870
Kostroma,Russia,57.7681,40.9269,267481
Murmansk,Russia,68.9706,33.075,267422
Maradi,Niger,13.501,7.1036,267249
Xiangkhoang,Laos,19.4167,103.5,267172
Anantapur,India,14.68,77.599,267161
Kızıltepe,Turkey,37.1939,40.5861,267151
Adıyaman,Turkey,37.7639,38.2778,267131
East London,South Africa,-33.0175,27.9047,267007
Saskatoon,Canada,52.1333,-106.6833,266141
Sumaré,Brazil,-22.8219,-47.2669,265955
Gelsenkirchen,Germany,51.5167,7.1,265885
Nagaoka,Japan,37.4462,138.8512,265868
Khwazakhela,Pakistan,34.9333,72.4667,265571
Santa Clarita,United States,34.4175,-118.4964,265529
Suncheon,"Korea, South",34.9506,127.4875,265390
Kibaha,Tanzania,-6.7667,38.9167,265360
Nalchik,Russia,43.4833,43.6167,265162
Gent,Belgium,51.0536,3.7253,265086
Karaköprü,Turkey,37.1847,38.7908,265035
Antsirabe,Madagascar,-19.8667,47.0333,265018
Feni,Bangladesh,23.015,91.3967,265000
Imphāl,India,24.8074,93.9384,264986
Taunggyi,Burma,20.7836,97.0354,264804
Nogales,Mexico,31.3,-110.9333,264782
Ed Daein,Sudan,11.4672,26.1317,264734
Dezfūl,Iran,32.3786,48.4144,264709
Mossoró,Brazil,-5.1878,-37.3439,264577
Milton Keynes,United Kingdom,52.04,-0.76,264349
Chernivtsi,Ukraine,48.3,25.9333,264298
Dumai,Indonesia,1.6667,101.45,264084
Itajaí,Brazil,-26.9078,-48.6619,264054
Kütahya,Turkey,39.4167,29.9833,263863
Constanţa,Romania,44.1667,28.6333,263707
Luque,Paraguay,-25.2672,-57.4853,263604
Yao,Japan,34.6269,135.601,263436
Jalālābād,Afghanistan,34.4342,70.4478,263312
Chiayi,Taiwan,23.48,120.44970000000001,263188
Nawabshah,Pakistan,26.2442,68.41,263102
Talisay,Philippines,10.25,123.83,263048
Tchibota,Congo (Brazzaville),-4.1794,11.3731,262931
Matala,Angola,-14.7306,15.0367,262763
Peoria,United States,40.752,-89.6154,262461
Quilmes,Argentina,-34.7167,-58.2667,262379
Novorossiysk,Russia,44.7167,37.7833,261937
Wollongong,Australia,-34.4331,150.8831,261896
Zhytomyr,Ukraine,50.25,28.6667,261624
Fukui,Japan,36.0641,136.2196,261474
Arrah,India,25.5514,84.6603,261430
Tallahassee,United States,30.4551,-84.2527,261271
Malolos,Philippines,14.8436,120.8114,261189
Heroica Nogales,Mexico,31.3186,-110.9458,261137
Killeen,United States,31.0753,-97.7297,261099
Bariadi,Tanzania,-2.7919,33.9894,260927
Hong,Nigeria,10.2317,12.9303,260900
Santa Teresa del Tuy,Venezuela,10.2333,-66.6639,260899
St. Petersburg,United States,27.7931,-82.6652,260646
Fuchū,Japan,35.6689,139.4776,260508
Minato,Japan,35.6581,139.7514,260486
Novi Sad,Serbia,45.2542,19.8425,260438
Boksburg,South Africa,-26.2125,28.2625,260321
Olongapo,Philippines,14.83,120.28,260317
Quảng Ngãi,Vietnam,15.1167,108.8,260252
Engels,Russia,51.5017,46.1222,260190
Kennewick,United States,46.1978,-119.1732,260091
Sivakāsi,India,9.4533,77.8024,260047
Al Ḩamzah,Iraq,31.7244,44.9769,260000
Skardu,Pakistan,35.2903,75.6444,260000
Qo‘qon,Uzbekistan,40.5286,70.9425,259700
Kotri,Pakistan,25.374,68.3013,259358
Mişrātah,Libya,32.3775,15.092,259056
Aydın,Turkey,37.8481,27.8453,259027
Singa,Sudan,13.1483,33.9311,259000
Tāluqān,Afghanistan,36.7167,69.5167,258758
Manta,Ecuador,-0.95,-80.7162,258697
Ndulo,Angola,-11.4833,15.8333,258161
Andulo,Angola,-11.4926,16.7035,258161
Vitoria-Gasteiz,Spain,42.85,-2.6833,257968
Hiratsuka,Japan,35.3167,139.35,257662
Columbus,United States,32.51,-84.8771,257578
Rāniyah,Iraq,36.255,44.8822,257577
Annaba,Algeria,36.9,7.7667,257359
Etāwah,India,26.77,79.03,256838
Siddhirganj,Bangladesh,23.6913,90.5149,256760
Khimki,Russia,55.8892,37.445,256684
Chingola,Zambia,-12.5333,27.85,256560
Sumy,Ukraine,50.9119,34.8028,256474
Yakeshi,China,49.286,120.712,256396
Indaiatuba,Brazil,-23.0903,-47.2181,256223
Bloemfontein,South Africa,-29.1167,26.2167,256185
Laredo,United States,27.5625,-99.4874,255949
Malkājgiri,India,17.4519,78.5362,255899
Germiston,South Africa,-26.2178,28.1672,255863
Verona,Italy,45.4386,10.9928,255588
Kakogawachō-honmachi,Japan,34.75,134.8333,255523
Derby,United Kingdom,52.9247,-1.478,255394
Pasarkemis,Indonesia,-6.1703,106.53,255345
Westminster,United Kingdom,51.4947,-0.1353,255324
Kuala Terengganu,Malaysia,5.3304,103.12,255109
Irving,United States,32.8583,-96.9702,255036
San Pedro Carchá,Guatemala,15.4667,-90.3,255006
Moçâmedes,Angola,-15.1953,12.1508,255000
Tokushima,Japan,34.0667,134.55,254510
São Carlos,Brazil,-22.0178,-47.8908,254484
Longueuil,Canada,45.5333,-73.5167,254483
Marilao,Philippines,14.7581,120.9481,254453
Tuni,India,17.35,82.55,254425
Sodo,Ethiopia,6.855,37.7808,254295
Ash Shaţrah,Iraq,31.4175,46.1772,254000
Sab‘ al Būr,Iraq,33.4617,44.1557,254000
Fort-de-France,Martinique,14.6,-61.0667,253995
Mawlamyine,Burma,16.4847,97.6258,253734
Caruaru,Brazil,-8.2828,-35.9758,253634
Ţanţā,Egypt,30.7833,31,253600
Amarnāth,India,19.209,73.186,253475
Godomè,Benin,6.3667,2.35,253262
Rāpar,India,23.57,70.63,253137
Samāstipur,India,25.8629,85.7811,253136
Gokāk,India,16.1667,74.8333,253000
Manavgat,Turkey,36.7833,31.4333,252941
Shinozaki,Japan,33.9578,130.9414,252844
Aachen,Germany,50.7756,6.0836,252769
Parnamirim,Brazil,-5.9158,-35.2628,252716
Jhenida,Bangladesh,23.5425,89.1749,252500
Cimanggis,Indonesia,-6.3645,106.8591,252370
Bharatpur,India,27.22,77.48,252342
Los Teques,Venezuela,10.3333,-67.0417,252242
Round Lake Beach,United States,42.3791,-88.0811,252224
Osmaniye,Turkey,37.075,36.25,252186
